,angle
59233,-8.8
59234,-0.30000000000000004
59235,0.30000000000000004
59236,-5.8000000000000025
59237,5.8000000000000025
59238,1.4
59239,-1.4
59240,-6.3000000000000025
59241,6.3000000000000025
59242,0.30000000000000004
59243,-0.30000000000000004
59244,7.0
59245,0.0
59246,-8.6
59247,0.0
59248,5.7
59249,-0.2
59250,0.2
59251,-6.2
59252,0.30000000000000004
59253,-0.30000000000000004
59254,6.7
59255,-6.7
59256,-0.7999999999999999
59257,0.7999999999999999
59258,6.1000000000000005
59259,-6.1000000000000005
59260,0.0
59261,-5.1000000000000005
59262,5.1000000000000005
59263,-2.2
59264,-8.200000000000001
59265,8.200000000000001
59266,2.8000000000000003
59267,-5.7
59268,-4.9
59269,4.9
59270,-5.9
59271,5.9
59272,0.0
59273,-0.0
59274,-5.4
59275,-0.5
59276,0.5
59277,5.9
59278,0.1
59279,-0.1
59280,-5.8000000000000025
59281,5.8000000000000025
59282,-0.30000000000000004
59283,5.3
59284,0.30000000000000004
59285,-5.2
59286,2.4000000000000004
59287,-5.2
59288,5.2
59289,3.2
59290,-3.2
59291,-5.7
59292,5.7
59293,-0.30000000000000004
59294,0.30000000000000004
59295,-7.2
59296,7.2
59297,-0.9
59298,-6.9
59299,0.30000000000000004
59300,-0.30000000000000004
59301,6.0
59302,-6.0
59303,3.9
59304,5.2
59305,-5.2
59306,-0.5
59307,0.5
59308,5.4
59309,-5.4
59310,-4.2
59311,4.2
59312,-6.8
59313,6.8
59314,-0.7000000000000001
59315,0.7000000000000001
59316,-6.4
59317,1.8
59318,-1.8
59319,7.8000000000000025
59320,-7.8000000000000025
59321,-2.5
59322,-8.5
59323,3.7
59324,-3.7
59325,-6.7
59326,6.7
59327,0.5
59328,-0.5
59329,-7.1000000000000005
59330,2.4000000000000004
59331,-2.4000000000000004
59332,5.1000000000000005
59333,-5.1000000000000005
59334,-2.8000000000000003
59335,-5.7
59336,-0.4
59337,0.4
59338,-7.4
59339,1.2000000000000002
59340,-6.3000000000000025
59341,2.0
59342,-2.0
59343,-7.5
59344,7.5
59345,1.6
59346,-1.6
59347,8.3
59348,-0.30000000000000004
59349,0.30000000000000004
59350,-6.4
59351,6.4
59352,0.9
59353,-5.4
59354,5.4
59355,-0.5
59356,-7.0
59357,-1.2000000000000002
59358,-6.1
59359,2.8000000000000003
59360,-2.8000000000000003
59361,-6.2
59362,0.7000000000000001
59363,-0.7000000000000001
59364,-5.2
59365,5.2
59366,-1.2000000000000002
59367,1.2000000000000002
59368,5.1000000000000005
59369,-5.1000000000000005
59370,1.1
59371,5.8000000000000025
59372,-5.8000000000000025
59373,0.1
59374,5.7
59375,-5.7
59376,0.5
59377,-0.5
59378,-6.7
59379,-0.30000000000000004
59380,-7.4
59381,-1.7000000000000002
59382,-8.1
59383,2.6
59384,6.4
59385,-0.4
59386,0.4
59387,-9.5
59388,1.3
59389,-1.3
59390,-5.300000000000002
59391,5.300000000000002
59392,-0.7000000000000001
59393,0.7000000000000001
59394,-7.3
59395,-0.8
59396,5.2
59397,3.0
59398,-5.8000000000000025
59399,5.8000000000000025
59400,1.2000000000000002
59401,-1.2000000000000002
59402,5.5
59403,1.6
59404,5.3
59405,-5.3
59406,0.1
59407,-5.7
59408,5.7
59409,-1.0
59410,1.0
59411,-5.4
59412,0.6000000000000001
59413,-0.6000000000000001
59414,-6.4
59415,6.4
59416,-0.6000000000000001
59417,7.1000000000000005
59418,-3.7
59419,-8.5
59420,-1.2000000000000002
59421,-6.1000000000000005
59422,6.1000000000000005
59423,0.30000000000000004
59424,-0.30000000000000004
59425,-5.9
59426,-0.7000000000000001
59427,-5.6000000000000005
59428,0.7999999999999999
59429,-0.7999999999999999
59430,-7.4
59431,7.4
59432,1.6
59433,5.1
59434,-5.1
59435,-0.30000000000000004
59436,0.30000000000000004
59437,5.5
59438,-4.1000000000000005
59439,4.1000000000000005
59440,-5.5
59441,5.5
59442,3.5
59443,-5.7
59444,3.4000000000000004
59445,6.2
59446,-6.2
59447,0.30000000000000004
59448,-5.5
59449,5.5
59450,-2.4000000000000004
59451,2.4000000000000004
59452,-5.2
59453,5.2
59454,-2.4000000000000004
59455,-5.4
59456,5.4
59457,4.8
59458,-8.7
59459,8.7
59460,3.6
59461,-6.8
59462,6.8
59463,0.2
59464,-9.4
59465,-1.3
59466,-5.4
59467,0.4
59468,-7.4
59469,7.4
59470,0.0
59471,-0.0
59472,5.8000000000000025
59473,-5.8000000000000025
59474,4.1000000000000005
59475,-4.1000000000000005
59476,-6.7
59477,0.4
59478,-0.4
59479,6.2
59480,-6.2
59481,-0.8
59482,0.8
59483,9.4
59484,-9.4
59485,-0.30000000000000004
59486,0.30000000000000004
59487,-5.4
59488,0.1
59489,-0.1
59490,5.6000000000000005
59491,-5.6000000000000005
59492,2.4000000000000004
59493,-6.0
59494,6.0
59495,0.30000000000000004
59496,-0.30000000000000004
59497,-6.5
59498,6.5
59499,-3.1
59500,-9.5
59501,0.30000000000000004
59502,-5.6000000000000005
59503,5.6000000000000005
59504,-2.2
59505,2.2
59506,5.2
59507,-0.6000000000000001
59508,-7.0
59509,-1.1
59510,7.6
59511,-7.6
59512,0.8
59513,-6.5
59514,-5.0
59515,5.2
59516,-5.2
59517,0.2
59518,-0.2
59519,5.9
59520,3.4000000000000004
59521,-5.6
59522,0.6000000000000001
59523,-0.6000000000000001
59524,7.1000000000000005
59525,2.9000000000000004
59526,-2.9000000000000004
59527,5.9
59528,-5.9
59529,-1.0
59530,1.0
59531,-7.6
59532,1.6
59533,-1.6
59534,-5.2
59535,-2.0
59536,2.0
59537,-6.2
59538,6.2
59539,2.7
59540,-6.1000000000000005
59541,4.3
59542,-9.4
59543,0.9
59544,-0.9
59545,-7.4
59546,1.3
59547,-1.3
59548,6.7
59549,0.0
59550,-0.0
59551,-5.4
59552,-0.2
59553,0.2
59554,5.6000000000000005
59555,-2.2
59556,2.2
59557,-5.300000000000002
59558,0.7000000000000001
59559,-6.1000000000000005
59560,-3.4000000000000004
59561,3.4000000000000004
59562,-5.300000000000002
59563,5.300000000000002
59564,1.0
59565,7.6
59566,-7.6
59567,-1.4
59568,1.4
59569,6.4
59570,-0.5
59571,0.5
59572,-8.6
59573,8.6
59574,-0.30000000000000004
59575,0.30000000000000004
59576,-5.4
59577,5.4
59578,0.30000000000000004
59579,-5.5
59580,1.5
59581,-1.5
59582,5.5
59583,-0.1
59584,-5.2
59585,0.0
59586,6.4
59587,-0.30000000000000004
59588,5.4
59589,-5.4
59590,-1.1
59591,-5.5
59592,5.5
59593,0.4
59594,-5.2
59595,1.6
59596,-1.6
59597,5.2
59598,0.1
59599,-5.2
59600,-1.8
59601,-7.2
59602,7.2
59603,-1.7000000000000002
59604,9.5
59605,-9.5
59606,-1.9
59607,-7.5
59608,7.5
59609,2.7
59610,5.1000000000000005
59611,-5.1000000000000005
59612,0.8
59613,-5.7
59614,5.7
59615,-0.7000000000000001
59616,0.7000000000000001
59617,8.200000000000001
59618,3.4000000000000004
59619,-5.7
59620,0.6000000000000001
59621,-0.6000000000000001
59622,-6.7
59623,2.8000000000000003
59624,-2.8000000000000003
59625,-6.2
59626,6.2
59627,-0.1
59628,0.1
59629,8.200000000000001
59630,-8.200000000000001
59631,1.5
59632,-1.5
59633,5.8000000000000025
59634,-5.8000000000000025
59635,2.2
59636,-6.0
59637,6.0
59638,2.8000000000000003
59639,-2.8000000000000003
59640,-6.9
59641,6.9
59642,-4.4
59643,-6.0
59644,-0.7000000000000001
59645,0.7000000000000001
59646,-5.6000000000000005
59647,1.8
59648,-1.8
59649,-6.4
59650,6.4
59651,-0.6000000000000001
59652,0.6000000000000001
59653,6.1
59654,2.9
59655,-2.9
59656,-5.6000000000000005
59657,2.2
59658,-6.6
59659,6.6
59660,-2.0
59661,-6.9
59662,1.7000000000000002
59663,-1.7000000000000002
59664,5.5
59665,-5.5
59666,-0.5
59667,-8.1
59668,8.1
59669,1.7000000000000002
59670,-1.7000000000000002
59671,-6.2
59672,-1.1
59673,7.1000000000000005
59674,0.0
59675,-0.0
59676,6.7
59677,0.4
59678,-9.5
59679,-1.0
59680,-5.8000000000000025
59681,5.8000000000000025
59682,3.5
59683,5.3
59684,-5.3
59685,0.4
59686,-0.4
59687,-5.4
59688,0.5
59689,-0.5
59690,-7.7
59691,-1.6
59692,1.6
59693,7.6
59694,-0.1
59695,0.1
59696,5.6
59697,-5.6
59698,-3.4000000000000004
59699,-5.300000000000002
59700,5.300000000000002
59701,0.5
59702,-5.5
59703,1.6
59704,-6.6000000000000005
59705,6.6000000000000005
59706,2.4000000000000004
59707,-2.4000000000000004
59708,5.7
59709,3.5
59710,5.2
59711,-1.7000000000000002
59712,-7.8
59713,7.8
59714,-0.7000000000000001
59715,0.7000000000000001
59716,-6.7
59717,-0.8
59718,6.6000000000000005
59719,-6.6000000000000005
59720,-0.1
59721,0.1
59722,-9.2
59723,-1.9
59724,6.0
59725,-1.8
59726,1.8
59727,-6.0
59728,0.5
59729,5.7
59730,-5.7
59731,0.30000000000000004
59732,-0.30000000000000004
59733,6.9
59734,0.7000000000000001
59735,-6.8
59736,6.8
59737,-3.8
59738,6.1
59739,-6.1
59740,-0.2
59741,-7.2
59742,7.2
59743,1.7000000000000002
59744,6.9
59745,-6.9
59746,0.7999999999999999
59747,-6.9
59748,-0.30000000000000004
59749,-5.8000000000000025
59750,5.8000000000000025
59751,-0.2
59752,-7.8
59753,7.8
59754,-0.5
59755,-6.3000000000000025
59756,-0.1
59757,0.1
59758,-7.6
59759,-1.0
59760,1.0
59761,6.9
59762,-6.9
59763,-1.6
59764,-8.8
59765,-1.7000000000000002
59766,1.7000000000000002
59767,5.7
59768,0.6000000000000001
59769,-7.6
59770,7.6
59771,-0.7000000000000001
59772,-5.8000000000000025
59773,-1.4
59774,6.4
59775,-6.4
59776,0.30000000000000004
59777,-6.1
59778,2.6
59779,-2.6
59780,-5.4
59781,5.4
59782,-0.4
59783,-6.8000000000000025
59784,6.8000000000000025
59785,3.8
59786,-5.2
59787,0.4
59788,5.300000000000002
59789,0.0
59790,5.7
59791,2.8000000000000003
59792,-2.8000000000000003
59793,-8.1
59794,-0.30000000000000004
59795,5.1000000000000005
59796,1.1
59797,-5.4
59798,-0.4
59799,-6.0
59800,1.5
59801,-5.5
59802,5.5
59803,1.5
59804,-1.5
59805,9.4
59806,0.1
59807,6.0
59808,-0.2
59809,6.2
59810,-6.2
59811,4.8
59812,-5.6000000000000005
59813,-1.4
59814,-5.6
59815,-4.9
59816,-5.1000000000000005
59817,-0.6000000000000001
59818,0.6000000000000001
59819,-7.7
59820,-0.1
59821,-6.2
59822,3.2
59823,-3.2
59824,-7.9
59825,7.9
59826,0.0
59827,-8.8
59828,8.8
59829,1.7000000000000002
59830,-6.4
59831,0.0
59832,5.1000000000000005
59833,-5.1000000000000005
59834,-1.0
59835,5.1
59836,-5.1
59837,2.9000000000000004
59838,5.4
59839,0.30000000000000004
59840,6.6000000000000005
59841,3.5
59842,6.0
59843,4.4
59844,-5.8000000000000025
59845,5.8000000000000025
59846,4.2
59847,-8.2
59848,0.8
59849,5.8000000000000025
59850,0.4
59851,-0.4
59852,8.200000000000001
59853,-2.8000000000000003
59854,2.8000000000000003
59855,9.9
59856,-9.9
59857,4.7
59858,-6.6
59859,-3.4000000000000004
59860,6.3000000000000025
59861,-6.3000000000000025
59862,0.5
59863,-0.5
59864,-7.6
59865,7.6
59866,0.2
59867,-0.2
59868,5.5
59869,4.2
59870,-6.6000000000000005
59871,6.6000000000000005
59872,1.1
59873,-1.1
59874,5.1
59875,-5.1
59876,-2.0
59877,-5.8000000000000025
59878,-0.6000000000000001
59879,5.7
59880,0.8
59881,-5.6000000000000005
59882,5.6000000000000005
59883,-1.6
59884,1.6
59885,-5.4
59886,5.4
59887,0.4
59888,-6.0
59889,6.0
59890,4.5
59891,-4.5
59892,-5.7
59893,0.30000000000000004
59894,-0.30000000000000004
59895,5.6000000000000005
59896,-5.6000000000000005
59897,2.6
59898,5.9
59899,-5.9
59900,0.6000000000000001
59901,-0.6000000000000001
59902,6.0
59903,-1.7000000000000002
59904,-6.1000000000000005
59905,6.1000000000000005
59906,-0.1
59907,-6.1000000000000005
59908,-0.4
59909,0.4
59910,6.4
59911,-0.8
59912,-6.0
59913,6.0
59914,-0.2
59915,0.2
59916,-5.7
59917,5.7
59918,1.8
59919,5.4
59920,-5.4
59921,-0.1
59922,8.1
59923,0.30000000000000004
59924,-0.30000000000000004
59925,-5.8
59926,2.2
59927,-5.3
59928,1.7000000000000002
59929,-1.7000000000000002
59930,5.4
59931,-5.4
59932,0.30000000000000004
59933,-0.30000000000000004
59934,5.4
59935,0.7000000000000001
59936,-8.1
59937,8.1
59938,1.1
59939,-1.1
59940,7.0
59941,-7.0
59942,0.6000000000000001
59943,5.6000000000000005
59944,-5.6000000000000005
59945,0.7000000000000001
59946,-0.7000000000000001
59947,-7.6
59948,7.6
59949,-0.8
59950,8.1
59951,-8.1
59952,0.2
59953,-0.2
59954,5.9
59955,-0.4
59956,0.4
59957,5.6000000000000005
59958,-5.6000000000000005
59959,-1.0
59960,1.0
59961,5.7
59962,-5.7
59963,-1.3
59964,1.3
59965,6.2
59966,0.30000000000000004
59967,-0.30000000000000004
59968,-6.3
59969,6.3
59970,-1.4
59971,1.4
59972,6.1000000000000005
59973,-6.1000000000000005
59974,0.9
59975,-0.9
59976,7.1
59977,-7.1
59978,-0.6000000000000001
59979,-5.6000000000000005
59980,5.6000000000000005
59981,-2.4000000000000004
59982,2.4000000000000004
59983,-7.1
59984,-0.7000000000000001
59985,0.7000000000000001
59986,5.4
59987,-5.4
59988,-0.9
59989,0.9
59990,8.7
59991,-8.7
59992,-0.1
59993,-5.7
59994,-2.8000000000000003
59995,5.5
59996,-5.5
59997,-1.1
59998,1.1
59999,8.7
60000,-8.7
60001,-0.1
60002,0.1
60003,-7.5
60004,7.5
60005,0.7000000000000001
60006,7.1000000000000005
60007,-7.1000000000000005
60008,-1.3
60009,1.3
60010,6.8000000000000025
60011,3.4
60012,-3.4
60013,-6.5
60014,6.5
60015,-1.7000000000000002
60016,1.7000000000000002
60017,6.7
60018,1.4
60019,-1.4
60020,6.6
60021,-0.30000000000000004
60022,0.30000000000000004
60023,5.1000000000000005
60024,-1.9
60025,-7.3
60026,-0.4
60027,-6.3000000000000025
60028,6.3000000000000025
60029,0.30000000000000004
60030,6.0
60031,-0.4
60032,0.4
60033,-6.3000000000000025
60034,-0.30000000000000004
60035,0.30000000000000004
60036,7.4
60037,-7.4
60038,0.0
60039,-0.0
60040,7.6
60041,-2.5
60042,2.5
60043,5.5
60044,0.0
60045,-0.0
60046,5.1
60047,-5.1
60048,-0.30000000000000004
60049,0.30000000000000004
60050,6.1
60051,-0.9
60052,0.9
60053,-5.6000000000000005
60054,0.0
60055,-0.0
60056,9.4
60057,-9.4
60058,1.8
60059,-6.0
60060,6.0
60061,0.30000000000000004
60062,-0.30000000000000004
60063,-8.200000000000001
60064,8.200000000000001
60065,-0.6000000000000001
60066,0.6000000000000001
60067,5.6
60068,-0.30000000000000004
60069,0.30000000000000004
60070,5.2
60071,-5.2
60072,-1.8
60073,-5.2
60074,5.2
60075,0.0
60076,-8.1
60077,3.1
60078,-5.5
60079,5.5
60080,-2.4000000000000004
60081,8.1
60082,-1.7000000000000002
60083,-7.1
60084,-0.7000000000000001
60085,0.7000000000000001
60086,6.1000000000000005
60087,-6.1000000000000005
60088,-0.7000000000000001
60089,0.7000000000000001
60090,5.4
60091,-1.2
60092,1.2
60093,-7.0
60094,0.4
60095,6.6000000000000005
60096,-4.4
60097,4.4
60098,-5.8000000000000025
60099,5.8000000000000025
60100,-0.30000000000000004
60101,0.30000000000000004
60102,9.1
60103,-9.1
60104,4.9
60105,-6.2
60106,6.2
60107,-3.6
60108,5.7
60109,-5.7
60110,-1.3
60111,1.3
60112,7.6
60113,-7.6
60114,-0.4
60115,-6.1
60116,-2.6
60117,2.6
60118,-5.6
60119,5.6
60120,0.7000000000000001
60121,-0.7000000000000001
60122,-5.8000000000000025
60123,5.8000000000000025
60124,-3.9
60125,3.9
60126,6.8000000000000025
60127,-6.8000000000000025
60128,-1.0
60129,1.0
60130,5.7
60131,-5.7
60132,-0.5
60133,6.6
60134,1.3
60135,-5.1
60136,-0.5
60137,-6.5
60138,6.5
60139,0.5
60140,-6.8000000000000025
60141,6.8000000000000025
60142,-1.1
60143,1.1
60144,-6.0
60145,6.0
60146,1.0
60147,-1.0
60148,6.4
60149,-6.4
60150,-2.4000000000000004
60151,-6.5
60152,0.4
60153,-0.4
60154,5.6000000000000005
60155,-5.6000000000000005
60156,-0.30000000000000004
60157,0.30000000000000004
60158,-6.8
60159,-0.4
60160,0.4
60161,-7.8000000000000025
60162,-1.3
60163,1.3
60164,6.4
60165,-6.4
60166,0.2
60167,-0.2
60168,-6.2
60169,0.0
60170,-0.0
60171,6.4
60172,-6.4
60173,-1.2000000000000002
60174,1.2000000000000002
60175,-8.1
60176,-0.7000000000000001
60177,0.7000000000000001
60178,-7.0
60179,7.0
60180,0.0
60181,5.4
60182,-4.800000000000002
60183,4.800000000000002
60184,8.8
60185,-0.9
60186,-6.1000000000000005
60187,-1.4
60188,8.5
60189,0.7000000000000001
60190,-0.7000000000000001
60191,5.8000000000000025
60192,-3.3000000000000003
60193,3.3000000000000003
60194,-5.5
60195,-2.1
60196,6.4
60197,4.7
60198,-4.7
60199,-7.1000000000000005
60200,-2.7
60201,5.2
60202,0.0
60203,-0.0
60204,-5.8000000000000025
60205,5.8000000000000025
60206,1.0
60207,-1.0
60208,-5.300000000000002
60209,5.300000000000002
60210,-0.30000000000000004
60211,6.3
60212,-6.3
60213,0.0
60214,-6.1
60215,6.1
60216,-0.2
60217,5.300000000000002
60218,2.0
60219,-8.8
60220,8.8
60221,0.7000000000000001
60222,-5.5
60223,5.5
60224,-3.1
60225,3.1
60226,8.9
60227,-4.5
60228,4.5
60229,-6.2
60230,6.2
60231,-0.7000000000000001
60232,-5.2
60233,1.1
60234,8.8
60235,2.4000000000000004
60236,-2.4000000000000004
60237,-7.0
60238,7.0
60239,-2.5
60240,-6.4
60241,6.4
60242,0.0
60243,-0.0
60244,6.2
60245,-6.2
60246,-0.2
60247,0.2
60248,-7.7
60249,7.7
60250,-0.7000000000000001
60251,-5.1000000000000005
60252,5.1000000000000005
60253,1.2000000000000002
60254,-1.2000000000000002
60255,-5.8
60256,-4.7
60257,4.7
60258,5.9
60259,-5.9
60260,0.1
60261,-0.1
60262,-8.200000000000001
60263,-0.30000000000000004
60264,8.200000000000001
60265,-8.200000000000001
60266,1.9
60267,-5.9
60268,4.9
60269,5.1
60270,-5.1
60271,1.8
60272,-5.4
60273,5.4
60274,0.1
60275,-6.0
60276,-3.2
60277,3.2
60278,-7.4
60279,0.30000000000000004
60280,5.7
60281,-5.7
60282,0.4
60283,-0.4
60284,-7.7
60285,-2.1
60286,2.1
60287,-5.2
60288,5.2
60289,3.0
60290,-3.0
60291,-6.2
60292,6.2
60293,0.8
60294,-6.9
60295,6.9
60296,3.9
60297,-3.9
60298,5.4
60299,-5.4
60300,4.0
60301,-4.0
60302,-6.2
60303,6.2
60304,1.1
60305,-5.300000000000002
60306,5.300000000000002
60307,2.4000000000000004
60308,-5.6000000000000005
60309,1.3
60310,-1.3
60311,5.6
60312,-5.6
60313,1.0
60314,-1.0
60315,-6.9
60316,6.9
60317,-4.0
60318,-5.2
60319,5.2
60320,0.30000000000000004
60321,-0.30000000000000004
60322,6.5
60323,0.0
60324,-5.5
60325,-0.4
60326,0.4
60327,5.7
60328,-5.7
60329,-0.4
60330,-6.1
60331,6.1
60332,-1.4
60333,1.4
60334,-5.8
60335,2.2
60336,-5.300000000000002
60337,5.300000000000002
60338,-0.5
60339,5.6000000000000005
60340,2.4
60341,-2.4
60342,-6.8000000000000025
60343,-1.0
60344,5.9
60345,-5.9
60346,0.5
60347,-5.8000000000000025
60348,5.8000000000000025
60349,-1.2000000000000002
60350,-5.6
60351,-0.30000000000000004
60352,-6.7
60353,6.7
60354,-0.8999999999999999
60355,-7.8
60356,7.8
60357,-0.4
60358,-6.1
60359,6.1
60360,2.0
60361,-2.0
60362,-6.9
60363,6.9
60364,-0.30000000000000004
60365,6.2
60366,-3.3000000000000003
60367,6.0
60368,-6.0
60369,0.5
60370,-5.2
60371,5.2
60372,0.2
60373,6.1000000000000005
60374,-0.7000000000000001
60375,0.7000000000000001
60376,6.4
60377,-6.4
60378,-0.4
60379,5.7
60380,-5.7
60381,3.7
60382,-7.1
60383,7.1
60384,0.0
60385,-0.0
60386,-9.0
60387,9.0
60388,-1.5
60389,1.5
60390,6.5
60391,-1.4
60392,-8.3
60393,1.1
60394,-1.1
60395,5.4
60396,1.3
60397,-1.3
60398,9.7
60399,1.7000000000000002
60400,7.0
60401,-3.0
60402,3.0
60403,-6.2
60404,0.1
60405,-0.1
60406,-7.9
60407,-0.1
60408,0.1
60409,5.4
60410,0.1
60411,-0.1
60412,5.2
60413,-5.2
60414,-3.7
60415,3.7
60416,8.4
60417,-8.4
60418,-3.6
60419,3.6
60420,-5.7
60421,0.5
60422,6.0
60423,-0.1
60424,-6.1
60425,-4.0
60426,4.0
60427,6.4
60428,-6.4
60429,-0.7000000000000001
60430,0.7000000000000001
60431,7.2
60432,-7.2
60433,-0.30000000000000004
60434,0.30000000000000004
60435,-5.7
60436,5.7
60437,0.0
60438,-0.0
60439,-5.9
60440,5.9
60441,-0.30000000000000004
60442,-5.9
60443,1.2
60444,-1.2
60445,-5.1000000000000005
60446,5.1000000000000005
60447,0.7000000000000001
60448,-5.6000000000000005
60449,5.6000000000000005
60450,-0.7000000000000001
60451,-6.1000000000000005
60452,-5.0
60453,-7.0
60454,-0.1
60455,0.1
60456,-6.8
60457,6.8
60458,0.0
60459,7.6
60460,-7.6
60461,2.1
60462,5.9
60463,-1.5
60464,1.5
60465,5.1
60466,-5.1
60467,3.2
60468,-3.2
60469,5.5
60470,-5.5
60471,0.30000000000000004
60472,-0.30000000000000004
60473,-7.6
60474,7.6
60475,0.30000000000000004
60476,-0.30000000000000004
60477,6.8
60478,-6.8
60479,2.9000000000000004
60480,-2.9000000000000004
60481,5.9
60482,-1.3
60483,5.5
60484,-0.30000000000000004
60485,0.30000000000000004
60486,7.6
60487,-7.6
60488,0.0
60489,6.0
60490,-1.4
60491,-7.6
60492,7.6
60493,1.9
60494,6.0
60495,-6.0
60496,-0.8999999999999999
60497,8.3
60498,-3.1
60499,5.4
60500,-0.4
60501,0.4
60502,5.1
60503,-5.1
60504,0.30000000000000004
60505,6.0
60506,-6.0
60507,1.0
60508,6.3
60509,-6.3
60510,0.5
60511,-0.5
60512,-5.5
60513,5.5
60514,0.0
60515,8.200000000000001
60516,-3.8
60517,3.8
60518,-8.6
60519,8.6
60520,-0.9
60521,0.9
60522,-5.5
60523,5.5
60524,2.4000000000000004
60525,5.7
60526,-1.1
60527,5.4
60528,-2.1
60529,-5.5
60530,5.5
60531,1.0
60532,-6.0
60533,6.0
60534,-2.4000000000000004
60535,6.6000000000000005
60536,-6.6000000000000005
60537,4.6000000000000005
60538,-4.6000000000000005
60539,5.1000000000000005
60540,-5.1000000000000005
60541,0.8
60542,-0.8
60543,-7.7
60544,7.7
60545,1.5
60546,-1.5
60547,5.9
60548,-5.9
60549,0.2
60550,5.300000000000002
60551,-5.300000000000002
60552,-0.9
60553,-5.8000000000000025
60554,5.8000000000000025
60555,0.30000000000000004
60556,-0.30000000000000004
60557,-5.9
60558,0.4
60559,5.5
60560,-5.5
60561,0.4
60562,-0.4
60563,-7.8
60564,-0.30000000000000004
60565,-5.1000000000000005
60566,-0.2
60567,5.4
60568,-0.1
60569,0.1
60570,5.5
60571,-5.5
60572,0.0
60573,-0.0
60574,7.7
60575,-7.7
60576,-4.7
60577,-6.1000000000000005
60578,4.9
60579,-5.7
60580,3.2
60581,-6.1000000000000005
60582,-0.9
60583,0.9
60584,-7.4
60585,1.4
60586,-1.4
60587,-5.7
60588,5.7
60589,0.5
60590,-5.5
60591,-0.7999999999999999
60592,-7.2
60593,7.2
60594,-0.30000000000000004
60595,-8.8
60596,-0.1
60597,0.1
60598,-5.8
60599,-0.7000000000000001
60600,0.7000000000000001
60601,-5.2
60602,-0.30000000000000004
60603,-9.7
60604,-0.2
60605,5.300000000000002
60606,-5.300000000000002
60607,3.0
60608,-6.3
60609,6.3
60610,2.9000000000000004
60611,-2.9000000000000004
60612,-5.4
60613,5.4
60614,-0.7000000000000001
60615,0.7000000000000001
60616,5.9
60617,-2.2
60618,2.2
60619,5.7
60620,-0.7999999999999999
60621,0.7999999999999999
60622,6.1000000000000005
60623,-0.8999999999999999
60624,-5.300000000000002
60625,-0.4
60626,-7.4
60627,3.3000000000000003
60628,5.5
60629,-5.5
60630,1.1
60631,-7.1
60632,2.8000000000000003
60633,-2.8000000000000003
60634,-7.1000000000000005
60635,0.7000000000000001
60636,-7.7
60637,0.5
60638,-0.5
60639,-7.5
60640,1.1
60641,5.5
60642,0.8
60643,-0.8
60644,5.8000000000000025
60645,-0.5
60646,0.5
60647,5.4
60648,0.7000000000000001
60649,-5.4
60650,-0.2
60651,-10.0
60652,-0.2
60653,6.0
60654,-1.3
60655,-6.1
60656,6.1
60657,0.30000000000000004
60658,-5.2
60659,0.30000000000000004
60660,7.3
60661,-0.7000000000000001
60662,0.7000000000000001
60663,-7.5
60664,0.2
60665,-0.2
60666,-5.5
60667,3.8
60668,-6.2
60669,-2.6
60670,6.4
60671,4.0
60672,-4.0
60673,9.2
60674,2.7
60675,-6.1
60676,-0.1
60677,0.1
60678,-5.8000000000000025
60679,-2.6
60680,2.6
60681,-5.1000000000000005
60682,5.1000000000000005
60683,-1.2000000000000002
60684,1.2000000000000002
60685,-5.6000000000000005
60686,0.1
60687,-6.5
60688,6.5
60689,-0.7000000000000001
60690,0.7000000000000001
60691,-8.8
60692,-2.8000000000000003
60693,7.8000000000000025
60694,-0.4
60695,-6.7
60696,6.7
60697,2.5
60698,-6.0
60699,6.0
60700,0.0
60701,-0.0
60702,9.4
60703,0.7000000000000001
60704,5.6000000000000005
60705,0.1
60706,-0.1
60707,9.7
60708,-9.7
60709,3.0
60710,7.6
60711,-7.6
60712,0.9
60713,-5.2
60714,5.2
60715,0.2
60716,-0.2
60717,-7.6
60718,2.2
60719,-5.7
60720,-0.30000000000000004
60721,-6.2
60722,1.7000000000000002
60723,-5.300000000000002
60724,-4.6000000000000005
60725,9.8
60726,-9.8
60727,0.1
60728,-0.1
60729,5.2
60730,-5.2
60731,0.7000000000000001
60732,-0.7000000000000001
60733,-6.2
60734,6.2
60735,-3.7
60736,6.6000000000000005
60737,0.2
60738,-8.2
60739,8.2
60740,-0.2
60741,0.2
60742,-8.2
60743,-4.4
60744,4.4
60745,6.8000000000000025
60746,-6.8000000000000025
60747,0.0
60748,-5.9
60749,5.9
60750,-0.7000000000000001
60751,0.7000000000000001
60752,-5.7
60753,4.2
60754,-4.2
60755,-9.8
60756,-1.4
60757,5.8000000000000025
60758,-5.8000000000000025
60759,3.2
60760,-3.2
60761,-7.2
60762,7.2
60763,-0.7000000000000001
60764,-6.9
60765,-2.1
60766,2.1
60767,-6.0
60768,6.0
60769,2.1
60770,-6.5
60771,-4.0
60772,-7.2
60773,0.4
60774,5.6
60775,2.3000000000000003
60776,-2.3000000000000003
60777,-6.4
60778,6.4
60779,2.3000000000000003
60780,-2.3000000000000003
60781,5.5
60782,-5.5
60783,-3.2
60784,3.2
60785,-6.6
60786,0.6000000000000001
60787,-0.6000000000000001
60788,8.8
60789,1.8
60790,6.4
60791,0.5
60792,5.1
60793,-5.1
60794,-3.4000000000000004
60795,3.4000000000000004
60796,8.8
60797,-8.8
